Date,Corn_IVol,Corn_TotalVol,Soybean_IVol,Soybean_TotalVol,Wheat_IVol,Wheat_TotalVol,Cotton_IVol,Cotton_TotalVol,Coffee_IVol,Coffee_TotalVol,Oats_IVol,Oats_TotalVol,Sugar_IVol,Sugar_TotalVol,Soybean_Oil_IVol,Soybean_Oil_TotalVol,Lumber_IVol,Lumber_TotalVol
1998-12-22,0.01353209814257813,0.01708300349915349,0.01055070275432543,0.013854696852562041,0.01656317904870484,0.020451061869654726,0.013177284589357902,0.013705887536848364,0.022286153907505196,0.022504437539459583,0.02364034156514121,0.026043525663149707,0.02028237074044501,0.020585988809317578,0.009602593481990008,0.010553653817988635,0.015298246130336528,0.01567627366408003
1998-12-23,0.013539428123192108,0.017001551900220447,0.010250660423602346,0.013550210046070611,0.016563490063649308,0.020378337957746795,0.013562525911518655,0.01409737917681487,0.02219542119288977,0.022349029586695792,0.02364434458792997,0.026048588234913603,0.020309392516205567,0.020604347733590773,0.009599412585621971,0.010532042364822414,0.0152409478361122,0.015594137460462962
1998-12-24,0.013539826237327749,0.01698950680941158,0.010251402924947438,0.013547755691068754,0.016562915482942853,0.020371459538484307,0.013561793702861178,0.014075937769173156,0.022171220427023495,0.022336649905862906,0.02364356898851799,0.026044774363754387,0.0202258101662553,0.020487335432156206,0.009595646706336761,0.010531546185122833,0.015223227925024473,0.01559828955454058
1998-12-29,0.013606353021773352,0.01689989822109868,0.010214482281496668,0.013442230196846535,0.01656618017056591,0.020294370612509396,0.013529610666458147,0.013981729712483737,0.02220159024047256,0.022388673104164213,0.023640762784870924,0.026009403084398943,0.020369676226355025,0.020630798735424106,0.00956639928241158,0.010456008375330809,0.015144698627677068,0.015555570938324381
1998-12-30,0.013725481180783764,0.01705673427456955,0.010208526155015772,0.013435782715510446,0.01657819638510173,0.020342955782973595,0.013500476041335637,0.013941826902650677,0.022195696398602662,0.022375510814472255,0.022445311934774264,0.02479352599755295,0.02030125780620608,0.020549868469275357,0.00957332805093293,0.010493643807748755,0.015119346345522257,0.015530174481158248
1998-12-31,0.013567640368399378,0.01698911331425063,0.010061084856036316,0.013352062358988493,0.01651480939223582,0.0203006850910959,0.013401266231584425,0.013840113325982391,0.022091857127089366,0.022301146192727266,0.022442117308228253,0.024793321470928102,0.019916714124338056,0.02018555891790386,0.009560753331531207,0.01048098508318521,0.015080378592941372,0.015504653214310814
1999-01-05,0.013565677777130995,0.01700430307195204,0.010025712438923704,0.013357032907110952,0.016486309757902273,0.020121465028251007,0.013539842171059809,0.013977094274295887,0.022195498004182978,0.022377106844557945,0.022425884600661382,0.02480479197872407,0.020370558527957355,0.02066608707139424,0.009551421596025938,0.01053022205948141,0.01507920454568457,0.015505351671833645
1999-01-06,0.013393282162645466,0.01616604044134178,0.009357890312324391,0.012331862620051405,0.016741820679350053,0.02004328316906189,0.013519620834974365,0.013935753966499674,0.022197519166051602,0.022393705047203658,0.02243818707300841,0.024492197876916925,0.02191361701543761,0.02237666945455082,0.009217858874760277,0.010049895727594528,0.015128233317335328,0.015549112430403323
1999-01-07,0.013304631665626971,0.015672384293410117,0.00905462989136538,0.011815129625230151,0.016749311428413592,0.019961804068591858,0.013514079828285954,0.01394964954401478,0.02219959271750444,0.022393180937950286,0.022478060476553596,0.024436364514134574,0.023404444202051098,0.023888324115474195,0.009251027900444552,0.010007220704823306,0.015131345632625243,0.015539429864572263
1999-01-08,0.013190159433098803,0.015581417272702396,0.009039204239197017,0.011875884241030726,0.016755054872328375,0.02000384433818846,0.013512232483129579,0.013942895069362525,0.022202493137896046,0.022393180937950286,0.021642596974841714,0.023629673887563974,0.023391497419021787,0.023882035881432666,0.009223375154803688,0.010010916121892569,0.015101830577697517,0.01553040046467569
1999-01-11,0.013188799685426772,0.015575152925546303,0.00903970067777296,0.011918718987381715,0.016790724676384004,0.020025669019212662,0.013488717417057578,0.013937838726300625,0.022171547331524103,0.022340245286243517,0.021634255277820952,0.0236152430510454,0.02339668788779997,0.02388475371039037,0.009181283443112637,0.010040416053683538,0.015231285408902668,0.015659752767061236
1999-01-12,0.013170599640285927,0.015349564742109047,0.0090049471571094,0.01172882705680457,0.01682153709823702,0.019890236767810373,0.013589138699421108,0.013958787964089683,0.022276940794118457,0.02245870047931628,0.024321908752271096,0.025929369387289368,0.023401397572336762,0.02386699454226162,0.009143632790221816,0.009948364249411049,0.015186824848399283,0.01557060483568439
1999-01-13,0.013147524550720564,0.01525719313068982,0.008996255471464714,0.01169817941293329,0.016923396429555596,0.02002951586263261,0.013588049778906867,0.01397290965322784,0.022285303467615532,0.02246083967116674,0.023838033802869956,0.02530007146010082,0.023402639890592866,0.0238572901341345,0.009144123047413409,0.009948295862826466,0.015190455683990156,0.015574446850189532
1999-01-14,0.013131393734106954,0.015173761938782742,0.008997463939765924,0.01169219482046433,0.016929107535849676,0.020026216515924098,0.01357668158428131,0.013971679022966131,0.022342980994318848,0.022485097039755052,0.023168341430547225,0.024542490665034056,0.02346314715982499,0.023897930592612315,0.009202949821756118,0.009973470689895549,0.015352220781367516,0.015735915742583942
1999-01-15,0.013068615349702464,0.01493291803742341,0.008990975737050742,0.011666161011257083,0.016920574383261697,0.01993221952668006,0.01350104319193475,0.013866758156689222,0.02242574549288925,0.022578579857571307,0.02316435019891668,0.02440594233945666,0.02339717339614257,0.023799960760016024,0.009200721428253088,0.009950560479789374,0.015452298105492812,0.01581145772874274
1999-01-20,0.012611315133890723,0.014752668927632677,0.008968170740324178,0.011668071110685876,0.016916391325873668,0.019935685318463785,0.01328888414636193,0.013629397633801362,0.02229981648170832,0.022458992178646685,0.023210529721706473,0.024493444241334268,0.023623046439286505,0.024020307052346684,0.009166747717099764,0.009943892058645777,0.015485339078161724,0.01586768782510357
1999-01-21,0.012350067297114398,0.014371142924101332,0.008964266430764839,0.011676271384407876,0.01693277493503755,0.019864391496617433,0.013290611986010609,0.01363102916804132,0.022303041188839613,0.022445990918770257,0.02325812128732558,0.024545082155619312,0.023629632689024644,0.024066868051316376,0.009138195293956031,0.009893980032102694,0.01566635117840964,0.016001037673461962
1999-01-22,0.012406195700360032,0.014342108292929895,0.00894769944083696,0.011639572778589846,0.01710441661298125,0.01988772716014837,0.01332487834629924,0.01367975946204647,0.022309359277644786,0.022450297808403467,0.023233807590817477,0.024486032498884466,0.024226387972084425,0.02468719869894511,0.009155540648943573,0.009962570796247131,0.015642849160441674,0.01598337194590068
1999-01-25,0.012419211965677239,0.014334506684238803,0.00888026718258337,0.01162816069314255,0.017099005187075446,0.01989887388923372,0.013384962104380884,0.013781251281017285,0.022307634795103382,0.022450297808403467,0.023219946179545044,0.024475307231068482,0.024266606023741585,0.024761214426596498,0.009168105181611132,0.010028213199927727,0.015748614032839735,0.016078029437190257
1999-01-26,0.012420587791952426,0.014146603071918009,0.008888462495152702,0.011505267959940956,0.017065628470294067,0.019867378718324162,0.013273152776053843,0.013588171409800525,0.022315787934548043,0.022466364143929402,0.023219887564973236,0.024407520763854267,0.024301012972311152,0.02484632355006661,0.00917033133373475,0.009971743723310484,0.015830862591554976,0.0161758999985799
1999-01-27,0.01239348335424901,0.013982812633494587,0.008834577546707823,0.0113726441004997,0.017127048619064347,0.019895656115888286,0.013281430697360083,0.013605106733339764,0.022441151177095244,0.02260384716471746,0.023224536616352303,0.02435318597854172,0.024322405638530758,0.02489192704241513,0.00910047245895511,0.009849569485547055,0.01605772576272899,0.016381498898101372
1999-01-28,0.012336758491722603,0.013979329980936555,0.008912204425582911,0.01134782872013825,0.016992217104078573,0.019558804921308477,0.01362864631803483,0.01397151777430308,0.022431688437249363,0.02260384716471746,0.02322574554674524,0.024331942207545854,0.024120373347719444,0.024611742583508556,0.00911712460490523,0.009860355135488162,0.015871274701209036,0.01612191570224233
1999-01-29,0.012373500097920199,0.013951575615360546,0.008858114550620442,0.011282445901278505,0.016953572514177524,0.019515110240896156,0.013624638072204043,0.013955807424689283,0.02184636562717006,0.02198511489951946,0.023209118813392764,0.02429281046062402,0.024714686493068044,0.025144898007220452,0.009090815297065895,0.009822977906893366,0.015821966505257665,0.016092816488098276
1999-02-01,0.01253865927918575,0.014012736396911744,0.008891672455581466,0.011283152787156171,0.017049453222762134,0.019611509135555424,0.013623600087531067,0.013955823798766457,0.02189116006892015,0.022016512028994004,0.02319242879697449,0.024264010687635073,0.025212786769829593,0.02575624115696266,0.009101665015819606,0.00984950982510494,0.015839708836678332,0.016102389782734997
1999-02-02,0.012539069401948412,0.014008520008292566,0.008866481116330286,0.011247304666882525,0.01704701548880018,0.019611509135555424,0.013626924397876583,0.013969049117833575,0.021843623780088584,0.021987286658900575,0.02318529608219532,0.024266212564220107,0.025424433583918795,0.025999747769072785,0.009131106954315236,0.009874505801598587,0.015811515885205695,0.016065060852019804
1999-02-03,0.012570708746957725,0.014060971903763986,0.00892640640425452,0.011245131609306536,0.016956513306732125,0.019412468706933302,0.013440194200212165,0.013801198937004495,0.021855093488073338,0.02200335846150398,0.023172214891343877,0.024265276964862446,0.025442709830253925,0.026032687336659383,0.009091536805981714,0.009903928085655052,0.016028392049363908,0.016286726178765826
1999-02-04,0.012571332024931669,0.01405166656029696,0.008902704007929963,0.011209947887223674,0.01697762780294937,0.019409679293487626,0.013505302446106038,0.013917741185268697,0.021693928070517607,0.021839687731514477,0.02316438076765643,0.024240512183430037,0.025545255322809695,0.026145064153475416,0.009085595464153684,0.009868192837062917,0.016025098815645764,0.01625319401378946
1999-02-05,0.01247458985369483,0.013946218334416094,0.0088924982923941,0.011214267284655193,0.01699128150539541,0.0194084824988257,0.013510325606063925,0.013924943059716059,0.021696165059302497,0.021845283274560454,0.023155826466814758,0.0242101332717224,0.025610110829743495,0.026187467770476442,0.009247615865913151,0.010046977346248794,0.016063626130084312,0.01630829780783972
1999-02-08,0.01239071067702047,0.013958745387433464,0.008908388146878552,0.01123585051771426,0.01700042049903519,0.0193636557847318,0.013545136122292484,0.01392976596230376,0.021389097893565367,0.02155411763029319,0.02313127423492643,0.024211145727254146,0.02549646078285833,0.026065553369989065,0.009252347275254928,0.010056385565018491,0.01601568807687975,0.016163421495180907
1999-02-09,0.012482172149640274,0.013922089220741632,0.008835894626246902,0.011218317308092005,0.016975097035048688,0.019384720749784416,0.013646727346584345,0.01408940045174107,0.02094993063763616,0.02116476759280857,0.023118750775747692,0.024159593435550412,0.025493599418040115,0.026059647341198842,0.009298622309602341,0.010170594857466214,0.01603562278152968,0.01621632613190005
1999-02-10,0.012399976407782868,0.013687784693546742,0.008800258414045435,0.011059963186416588,0.01695387374721193,0.019391140392938915,0.013592296964484647,0.014034230155541,0.02092338064790107,0.021136069043475484,0.023113898421534867,0.024071492646386264,0.02550168795746303,0.026076318674131932,0.009438064861383044,0.010261047451396731,0.016028010817222643,0.016217577968643725
1999-02-11,0.01243765978519315,0.013839904374011522,0.00880286293107281,0.011066404579149092,0.016918590926968256,0.019379504698639374,0.013820772885365859,0.014236635556219887,0.021125927397950738,0.02127609911392771,0.023114254121618872,0.02410666826473918,0.02562776017073953,0.026300149133369248,0.009437314833875738,0.010243617815600051,0.015983583645732272,0.016201818720843364
1999-02-12,0.012361915705531076,0.013815589347177701,0.008661895427145436,0.011014811591940288,0.0170920917311778,0.019509632178407052,0.013760932946835884,0.014156873592388848,0.02112196940828711,0.021261469535561392,0.022993819714971192,0.02397933195326079,0.025606451111967257,0.026269703655115762,0.009451984893677047,0.010252436432893685,0.015980556959062808,0.016205949223384336
1999-02-17,0.012331594095345436,0.013809347272516353,0.00838757019150081,0.01090308085466909,0.017021915836589106,0.01946427549928897,0.01374263721721643,0.014104896095847697,0.021187683433600533,0.021333103573021157,0.022986904343535453,0.023979212215282788,0.025633161684680782,0.026269501516711695,0.009292024372982637,0.01015511766046958,0.015870090099332004,0.016052455703413782
1999-02-18,0.01232763910546857,0.0138083403264166,0.008342116110783447,0.010881523106230214,0.017023665935322174,0.01947999630476351,0.013734413994815857,0.014104752130262686,0.021156531223868635,0.02132900204645907,0.022935887326467494,0.0239102328185749,0.025773118890100206,0.02640857755271181,0.009556091882369278,0.010384423516495815,0.015814891129873228,0.016020731424662794
1999-02-19,0.012233970787819546,0.013712571187168756,0.008448302372497994,0.010939841083343494,0.016915733139175715,0.019386296755738865,0.013684757447160578,0.014062395370968286,0.021159472650073657,0.021322268731675822,0.02289605114670289,0.02386823396807092,0.025830525416984468,0.02641430639574006,0.009813064712937686,0.010658453960606457,0.015793888424464976,0.01597126911124092
1999-02-22,0.012215476401472972,0.013712396047915684,0.008682668030146355,0.011206498523241959,0.016950459067380273,0.01940879990082243,0.013624321224076676,0.014014003837383897,0.020999850329657628,0.021093953182161236,0.022893399138488004,0.023865488156680877,0.025865982374194397,0.026430896292522852,0.009813099754644497,0.010658748154260388,0.015860711780042804,0.016034696711208003
1999-02-23,0.012083000659504076,0.013601544776488447,0.008640783785032927,0.011160427889373591,0.016257820125279973,0.01900086868539937,0.013645179739258474,0.014024933137542859,0.021064247683854672,0.021172515397037447,0.022870353691005367,0.023863637821140118,0.02580014847168324,0.026392352754760148,0.009946966318050974,0.010775372714644496,0.015846322458250295,0.016006866529723343
1999-02-24,0.012176326989405975,0.013968453420569807,0.008830685423617424,0.011633841213375256,0.01616399000826712,0.019168911470711092,0.013435171118840131,0.01374731231716018,0.021067024247839922,0.021172515397037447,0.022762974401940056,0.0238299778235191,0.02576384306580464,0.02635748609684914,0.01039338026697406,0.011457194929777143,0.015823720385242504,0.016072177865698117
1999-02-25,0.012173291784124105,0.013967670545671378,0.008857185344899368,0.011628330205165738,0.015969950470424526,0.019007018328369277,0.01380599769235883,0.014019368070417463,0.021126051001164672,0.021046563439003674,0.022761456084668365,0.023830096340523455,0.026174660798473467,0.02681841220026696,0.010323516542748967,0.01139298192281671,0.01582324664352326,0.016069665263072186
1999-02-26,0.012172819284803647,0.013999542932874144,0.008848978954411842,0.011592894063591428,0.016043559772552507,0.01898921811526434,0.013824432731986738,0.014057917626028184,0.021121111158858848,0.021053009977730606,0.02306727676838525,0.02402680942755228,0.026555418920491264,0.02728589015107519,0.010326388246318641,0.011453029640887052,0.015717029357044204,0.015875955780178794
1999-03-01,0.012059980924509137,0.014005487093733001,0.00876834418175292,0.011499744679539086,0.01630505413943463,0.019283235272901822,0.013835463092626564,0.014082904579112853,0.02089307497156069,0.020851182265141058,0.023098550556023365,0.024093633357327938,0.02684675118469651,0.027702019542047606,0.010310560507255512,0.011457382611157255,0.01580787395171778,0.016001016556378225
1999-03-02,0.012019457526203862,0.014155081852645123,0.008651302163748945,0.011449054989843045,0.016346044203440883,0.019622054036380256,0.014124845168654879,0.014380493283723877,0.02085225325097981,0.02084061656834232,0.02333637840554786,0.02415737850000916,0.026887568604953498,0.027724259569237682,0.010749231515406322,0.012029793003514675,0.015937090075855708,0.016068495301157698
1999-03-03,0.011997803218887888,0.014059177262807372,0.008651466395094702,0.011442639300817334,0.016340438417347548,0.01962299991457668,0.014126971853089264,0.014383482144484013,0.02079583576493321,0.020801951002697907,0.023133229705468803,0.02408707891863408,0.026917055125715437,0.027767467799045722,0.010748469504927848,0.012040845106850469,0.01593373361724047,0.016066195439368127
1999-03-04,0.012001439575131886,0.013998560292813201,0.008584175225420035,0.011249352298428212,0.016347327704421932,0.019595040634070235,0.014149673819268302,0.014413795255339514,0.02094637712750653,0.02097801804087488,0.02314781135419382,0.02409552998898988,0.02687952692289295,0.02777156892021643,0.01093935257550356,0.012173850097451594,0.015949701293285896,0.016061382880153397
1999-03-05,0.012073970597623301,0.013973443910879948,0.008660014406564241,0.011225681169725197,0.016385483519648372,0.019709858729449515,0.014225119716762737,0.014420613264489113,0.021000897722313616,0.02108765597779908,0.023212098879718392,0.024109073836881437,0.02673324634069632,0.027632320515963864,0.011017562188835591,0.012215737615208007,0.01591252971071242,0.016055995307747015
1999-03-08,0.012030268377147924,0.01412013824948793,0.008644790190670479,0.011359306131923555,0.01630184989457245,0.019754064856550558,0.014257975251243135,0.014476331857458483,0.020683147139099044,0.020699243045034146,0.023230243410869135,0.024109073836881437,0.026810303798227162,0.027761447469080144,0.011371396151670555,0.012673923689154678,0.015878014465954923,0.016032520330783485
1999-03-09,0.0119637411347442,0.013788148017844008,0.00863648358361607,0.011312219346741474,0.016525871059102838,0.01976897283398959,0.014263008390973787,0.01448722096623515,0.020640375701802324,0.020662513157365316,0.02321071299571355,0.023922071787915344,0.02661942621770923,0.02756918561120016,0.011765506175085802,0.0129797882597196,0.01596744243803559,0.016121143036532955
1999-03-10,0.011941701712634305,0.013742320480099858,0.0086486881725151,0.011344397824370944,0.01670173714972964,0.02010261358338995,0.014189452554748013,0.014384663349570405,0.020618296056744114,0.020649627083571834,0.02208039407879647,0.02291946954794364,0.02663079517076112,0.02763275067841054,0.011877106637076822,0.013032213970090691,0.015965827978529856,0.016127218461210183
1999-03-11,0.011819904352877934,0.013479736969678548,0.008760124704148546,0.011316272071722802,0.016809077868941865,0.020094820912359142,0.014376123395443162,0.01448026851525619,0.020633911905279745,0.020617308019650928,0.02209869746647494,0.022816894665723546,0.03058649193581659,0.031726608174722996,0.01187611296236398,0.013042449389731859,0.01597075856365719,0.015981626779739154
1999-03-12,0.011874495033329468,0.0134832111068799,0.008802613178381534,0.011348623933733249,0.016944415211381954,0.01971979293646662,0.014514931659699528,0.014598926255005638,0.020674453290782723,0.020579473193838477,0.022077830734413963,0.022780654892918074,0.03394597705487013,0.035199716839915546,0.011880809734841947,0.013044251187008634,0.01580538823962154,0.015547923011300566
1999-03-15,0.011727843194582591,0.013323513714510226,0.008687304679308212,0.011236707132127806,0.016823566428371243,0.019706422909570837,0.014412062488224082,0.014503025965336867,0.02057534640742736,0.020539402863282225,0.022081550918952815,0.022794083827249664,0.033859310732591054,0.03512568041412035,0.011862846874283973,0.013037375383955439,0.015422928156675057,0.015003921709969323
1999-03-16,0.0117123508948698,0.013388057452014065,0.008873287386843893,0.011510851397206406,0.016831503347138628,0.01972850651948584,0.014385890915311044,0.014405239621801255,0.020600691814174576,0.02061297957291172,0.021961912415128387,0.02278947476007303,0.03357398268459405,0.03489575889759051,0.01202887052485347,0.013237112036574735,0.015190419857653804,0.014798427781955734
1999-03-17,0.011649753551237554,0.013279588290834414,0.008867379740621621,0.011508184326622607,0.016786281730990425,0.01966310406950713,0.01438752227261384,0.014411895220759871,0.020633394401128484,0.02066790699183143,0.022030502993724038,0.02280573782124843,0.03353134659227076,0.03485778904108865,0.012014778995763078,0.013136192189216451,0.015207546021148764,0.014821089103941814
1999-03-18,0.011683326044950187,0.013328477193343395,0.00887887098577327,0.011501992370434916,0.016590350440545115,0.01957384957274692,0.01438211701601651,0.014406603495919889,0.021098956581927734,0.02111880698178795,0.022027371253459195,0.022808652789527276,0.03357878910367458,0.0348987755584707,0.011985721812948906,0.013113887385826459,0.015206932139901772,0.014812166510567082
1999-03-19,0.011920009371982863,0.013439599443454292,0.009059488653152818,0.011577446943348061,0.016648233362644024,0.019587296576898644,0.014495263402434058,0.014498403504528216,0.021038198451497063,0.021043537043005777,0.022046728602977062,0.022829872614498276,0.03361151151852531,0.03495498914740625,0.012083319226143748,0.0131573495502672,0.015121080558948776,0.014730755420455256
1999-03-22,0.011898985353736576,0.013420057344082142,0.009072558351884781,0.01170790020363592,0.016734986394458307,0.01958387529241072,0.01473896443380082,0.01471647846127795,0.020684967564873962,0.02062008406675875,0.02214844323297638,0.023024525329964952,0.033618098729365754,0.03495549197688191,0.012125661124531097,0.013214945334144527,0.015060251129881934,0.014781577100034504
1999-03-23,0.011921386343332067,0.0133052287594322,0.009050342548747394,0.011731187869420777,0.016293054202915193,0.019089063613781803,0.014748089503679562,0.01472256467534308,0.020230536632206298,0.020222498151996143,0.023705183619617185,0.024782904580681865,0.03361738905238762,0.034955823379572155,0.011725721481498407,0.012894689968086723,0.015059740994491512,0.014782279674333439
1999-03-24,0.011925802994096735,0.0133052287594322,0.009040289083318515,0.011743964901975915,0.01623955283146566,0.019066150254487598,0.01477342325613985,0.014736718744980552,0.02015020209258771,0.020125414211575515,0.025518572624060952,0.02655975821415742,0.03361739062264601,0.03495991104127187,0.011737207134999731,0.012889579961932896,0.015060713673269924,0.014762159081740013
1999-03-25,0.011932083286287044,0.013324756427844182,0.009033377437214149,0.011921893469479786,0.01624948609971046,0.019389154549512188,0.014817687569423811,0.014798633129720745,0.02004129709975294,0.020094899863379877,0.027707297293564557,0.029262589588674903,0.03363521831011043,0.03495929735909166,0.011738372263068562,0.012983685422791656,0.015117565427048774,0.014785387394943386
1999-03-26,0.011899954430256012,0.013285977244238707,0.009028630898415563,0.011834844232328721,0.016287142691439528,0.019511889013699876,0.014815444896367123,0.01479709659168104,0.020411962157458774,0.0205109957065141,0.029383440646181386,0.030506702764020864,0.03372838753356309,0.035021330756209224,0.011732052402871852,0.01296788513724984,0.015158718718391908,0.014837065830669268
1999-03-29,0.011900951933054666,0.013256347051300254,0.009024813271325793,0.011832274961246286,0.016266026743119392,0.01957918795316813,0.015041394829574894,0.015047453609231725,0.020414787155092134,0.020522165427761772,0.02938545371657369,0.030507923557825504,0.03366506955449538,0.034944309490670185,0.011711703358793518,0.012945727660455746,0.01516458127239498,0.014850767650397053
1999-03-30,0.011904674373998711,0.01320527239328765,0.009026381127415916,0.011788732563626059,0.01623256581671014,0.019579017637441055,0.014956748563959942,0.01496446197533013,0.02042923612089774,0.020520544606032188,0.029430981548499595,0.030536953669961085,0.03334255276386339,0.034624675104690215,0.011667906255873033,0.01291706467708674,0.014809761894416755,0.014524980046746542
1999-03-31,0.012072222182868955,0.013652843224340102,0.009075049287400943,0.01230837757970914,0.016371050963847233,0.020160189722674943,0.014961225228209689,0.014971497149493052,0.020494712897587253,0.02062618559427181,0.029692914364364626,0.03098776562889616,0.0329588806852661,0.03427867857464317,0.011760524027490983,0.0133848149781125,0.014805463839482561,0.014518687653946774
1999-04-01,0.012093620500114387,0.013651948581063845,0.009218433210628976,0.012283213974766477,0.016362472850042796,0.02018848930215322,0.014966334985301824,0.014953985580010843,0.02047287280495917,0.020615213317935865,0.029667567249731627,0.0309843687368972,0.033236426691969155,0.034528438781137656,0.011886278717535462,0.013616585471211744,0.01482432207795422,0.014548507978856188
1999-04-06,0.012059392692761461,0.013722769640660755,0.00920521270556447,0.012294685749456568,0.01597139920250588,0.019735978512887362,0.015019298580223458,0.014993225064525297,0.02046709577671244,0.020615213317935865,0.02999078008783744,0.03126117276698849,0.033189088965789995,0.03446906713635724,0.011802878783624522,0.013548544880218378,0.014914376635997926,0.014613727930324484
1999-04-07,0.012055543069061021,0.013585614076886732,0.00920703237066744,0.012268762000871585,0.016037231899422726,0.019717511589994248,0.014868597142149567,0.014867514745507245,0.02059677927822246,0.020780172207470197,0.030117969925149816,0.031414309266173945,0.03289109786706604,0.034223735786223945,0.011980301700894855,0.013693840788952654,0.014873184279491993,0.01459949486560035
1999-04-08,0.012038116398491163,0.013601398653067316,0.009228045826986813,0.012270239072480699,0.016015718769649058,0.019674918694511285,0.014972193830839456,0.014953730366745414,0.02102692404549518,0.021169844445163392,0.03369707910936987,0.03487804699140282,0.0328895237350477,0.034219858639472904,0.011958535812107209,0.013666907881310331,0.014850643128828018,0.014572784921932785
1999-04-09,0.012043960598312132,0.013619066909991356,0.0092951585680501,0.01227557759887237,0.01608738928152475,0.019698861160634604,0.014997999613019905,0.014982366241676101,0.020823220602890036,0.021010753603995548,0.03369024455305838,0.03487804699140282,0.03293754586393964,0.03421501249234667,0.012016844693016894,0.01368198141916154,0.01483524631923079,0.014570452139144995
1999-04-12,0.011997957532203583,0.013732611300846943,0.009377100720511872,0.012260827580438583,0.016084308289030957,0.01987467789935922,0.014918423180072648,0.014908162753770802,0.020729751906162556,0.020916541951771745,0.033702358006946126,0.03491258158494302,0.03301444986642701,0.03425951903439634,0.011967743744141427,0.013609261279294418,0.014867030571550637,0.01460318080713757
1999-04-13,0.012053977319890143,0.013773164412159658,0.009565724802922719,0.01236842140787768,0.016086061796785154,0.019877848302482404,0.014901770062328954,0.01488352066335557,0.020731246840688403,0.02091134885126343,0.035290491194861336,0.03634532304443582,0.03308660934818525,0.03433233488177595,0.01216021363811594,0.013728759611443448,0.01465421210228449,0.014337724683758962
1999-04-14,0.01203054121655727,0.013493377145372016,0.009426176497988081,0.01192732246612491,0.015887845129629655,0.019313251731914883,0.014878749242567907,0.01487774194757747,0.020680931148902213,0.0208195114985028,0.03529448058154333,0.03630285325344014,0.03308634490432962,0.03432687715825159,0.012425735831054146,0.01400119508107454,0.01460445518713814,0.014330244893366064
1999-04-15,0.012060124582569637,0.013529736205203832,0.009439589474946528,0.011925316926863303,0.015650342852332806,0.019118366858092338,0.014912093983881365,0.014905279940066627,0.020679171110975034,0.0208172084375762,0.03532371453681466,0.03634778913138346,0.033060629125666416,0.034300127731978845,0.012439755692060423,0.014001886738604674,0.01464698870397776,0.01437861220406518
1999-04-16,0.012070934055050374,0.01346022141634951,0.009461624960106926,0.011865500365760211,0.015339281417226758,0.01873576414867349,0.015109643128589962,0.015104853907817347,0.020675614542951994,0.020832795333839416,0.03533586582145693,0.03629208018269453,0.03298472156864026,0.03425611109460667,0.012426443239339224,0.013939186714497195,0.01454041908017084,0.014347783571257412
1999-04-19,0.01211676062307891,0.013444266414677903,0.009467777255494246,0.011859572525131094,0.01529280039824706,0.01875633027064694,0.015031498308865654,0.015022756474130497,0.02071673154642697,0.020909933299183628,0.035328647020250334,0.03629334741133333,0.03298173444629371,0.03424797307460613,0.01242724855368029,0.013969578647772365,0.014547652639888725,0.014310126629786616
1999-04-20,0.012106693674666866,0.013154814962194766,0.009462581667558352,0.011835651476701101,0.01525531245645793,0.018463021610244768,0.01504232729896913,0.015019929104067853,0.020738220899824477,0.020937462351492388,0.03532393166112182,0.036321868141167876,0.03308724203136097,0.03425383149879548,0.012864362825775385,0.014530086342274411,0.013937099558954434,0.013942220389846171
1999-04-21,0.012090669573622774,0.013144695980634374,0.009415712095873153,0.011744213921239203,0.015226091570518203,0.018505847284262873,0.015077126795237497,0.015042371869267629,0.02042461033869204,0.020710665994260656,0.03529079821015143,0.03627855458412704,0.03304588872625661,0.03421928291026088,0.012850137866994855,0.014525638868051078,0.013839150837658937,0.013835793200080578
1999-04-22,0.012056498986305321,0.013131210164957044,0.008721296192003326,0.011218380368045802,0.015215430921515019,0.01848985574588893,0.014944661360510782,0.015026552251145372,0.020427117607875644,0.02070166178175106,0.03528831756819367,0.036254870673009344,0.03304455702305999,0.034184792688014186,0.01287040812967285,0.0144955105115757,0.01403621385170963,0.014042126718921282
1999-04-23,0.012032092575356463,0.013079518611617548,0.008719376863601533,0.011153362465097788,0.015193065031388609,0.018274145899031185,0.015194880517421135,0.015294238990693215,0.020080038596972976,0.020291529065178497,0.035515398008086854,0.03645356096172327,0.03299367097707078,0.03416564898087266,0.01287599339097152,0.01449517887313443,0.014011769407499867,0.014024973583212938
1999-04-26,0.01156014855579149,0.01247552043231099,0.008719328934770674,0.011115758241239724,0.01517739128959977,0.018181425232828896,0.015201074834225404,0.015306236159684268,0.020155559769117613,0.02036333620234827,0.035523950711921555,0.03649193693104856,0.033048782390107036,0.03424262693502634,0.012723977712919693,0.014467767523790137,0.013985024749331243,0.013952798982503779
1999-04-27,0.011468768126169464,0.012445251549255434,0.008651870716853815,0.011079320350199316,0.015219647205512993,0.01819736721728027,0.015286753073615617,0.015378831500692624,0.0201593317440108,0.020378128645752103,0.03533635346462185,0.036271641720936124,0.033093202587634166,0.03426870416675492,0.0127526543734939,0.014499075160759519,0.01394975536208137,0.01389933218640554
