Date,Corn_alpha,Corn_beta_SP500,Corn_beta_Oil,Corn_beta_USD,Corn_beta_Sector,Soybean_alpha,Soybean_beta_SP500,Soybean_beta_Oil,Soybean_beta_USD,Soybean_beta_Sector,Wheat_alpha,Wheat_beta_SP500,Wheat_beta_Oil,Wheat_beta_USD,Wheat_beta_Sector,Cotton_alpha,Cotton_beta_SP500,Cotton_beta_Oil,Cotton_beta_USD,Cotton_beta_Sector,Coffee_alpha,Coffee_beta_SP500,Coffee_beta_Oil,Coffee_beta_USD,Coffee_beta_Sector,Oats_alpha,Oats_beta_SP500,Oats_beta_Oil,Oats_beta_USD,Oats_beta_Sector,Sugar_alpha,Sugar_beta_SP500,Sugar_beta_Oil,Sugar_beta_USD,Sugar_beta_Sector,Soybean_Oil_alpha,Soybean_Oil_beta_SP500,Soybean_Oil_beta_Oil,Soybean_Oil_beta_USD,Soybean_Oil_beta_Sector,Lumber_alpha,Lumber_beta_SP500,Lumber_beta_Oil,Lumber_beta_USD,Lumber_beta_Sector
1988-10-13,0.0015462195191407362,-0.022635304202969077,-0.05358311336563782,-0.1446666662862875,1.696017357166346,8.170247400932283e-05,0.03457891226847705,-0.07744164312348628,-0.10584150734413433,1.4742272628835653,0.0018922461502249213,-0.17521785234349097,0.007187160334368299,-0.34744004351108637,1.0172364343091587,-0.001925578717671595,0.11793292634284061,0.055698704101967,0.23537307854212408,0.2619047429621459,-0.0006913347157596223,-0.041086536488577505,0.045685387291612825,0.09526174765830389,0.004264075939415395,0.0029043789636459144,0.3897587472083136,-0.01724078538372128,-0.7355924575707143,0.7864415562139225,0.0013548885875224888,-0.13751049779851227,0.01430462176673352,-0.4907679269363599,0.6876394957791654,-0.0007647506309949634,0.044349711158995095,-0.0432164158089781,0.8983181077436169,1.0679056772985456,-0.0003271742291549434,0.27014987279004965,0.0006382515887835196,-0.3859602322851553,0.011341697696082457
1988-10-14,0.0014230594102844932,-0.024021961972411746,-0.058468491353571836,-0.12897465712337877,1.6987156445941192,0.0001609160552745207,0.03472583542879724,-0.0816121348231756,-0.10820684383302748,1.4718710989774668,0.0018037777632690809,-0.17676047206442536,-0.003050928831314142,-0.3292181689039783,1.0170766071621677,-0.0016942494584206332,0.12137307634555089,0.07374716384393903,0.19626069075040864,0.25793880067459374,-0.0007088509767235235,-0.041272421244771804,0.04509061845068021,0.09739465699351424,0.0045680373744135545,0.0027159698166418678,0.38802431436700174,-0.021107532116650188,-0.7153374436542823,0.7906307303730716,0.0011643473532208714,-0.13947101270635429,0.009412930385158131,-0.4693183931360605,0.6918871663822749,-0.0006930827934321768,0.04417239659466067,-0.0505295166916725,0.8995931305843016,1.065116809293083,-0.0003919348205983052,0.26914781810383753,-0.005237841205928621,-0.37428200167237247,0.011761268795070843
1988-10-17,0.001250557445144351,-0.020677385128182985,-0.0631029386756131,-0.12802332681558298,1.6997890185791455,0.00015070621261431715,0.03757913391264266,-0.08119925446051669,-0.10719862734616765,1.4724116538449477,0.0018620290154434975,-0.1766600401805503,-0.0011209232744184535,-0.3290169832831991,1.0174526251659601,-0.0014759201811238606,0.11595714632493342,0.07979400427391709,0.19557331476768458,0.26049492630405713,-0.0007108048390771912,-0.04124458611513051,0.0450339427226812,0.09739867408869815,0.004561276379735504,0.0026834848649063977,0.386013264777709,-0.022697046790101483,-0.7161616105510354,0.7900487095768696,0.0010656041606864207,-0.14008366574836056,0.006009255606429401,-0.4698369150500541,0.6910606579283772,-0.0007914069576846575,0.04731664098008723,-0.052889234239963,0.9005173850243959,1.0653736845503894,-0.0003603047155785949,0.26950962209138446,-0.00410941983611383,-0.37405896632507907,0.012010023315539348
1988-10-18,0.0011797716415404343,-0.03572671656731978,-0.05652337025148472,-0.11983900733975744,1.7001243219362994,5.823612520573552e-05,0.02444619652922927,-0.07298389170520542,-0.10189241361360758,1.4726654310373688,0.0017918355808434767,-0.18812329194668223,0.005197409833093502,-0.3237423051191244,1.0178994449183167,-0.0014351025964905511,0.11717755443067879,0.07642512128510577,0.19703164202990117,0.2605483047117139,-0.0006435746167380669,-0.0276763987138268,0.038885664711498784,0.09003007068167193,0.003415918949894676,0.0024758619288672993,0.3900932849972135,-0.0061360869845484695,-0.7321230335447084,0.7891277116430098,0.00129336866148251,-0.09978769224063128,-0.014458732522099251,-0.49000238663789564,0.685591259958825,-0.0008243896322505177,0.05181449326020921,-0.05046092213772323,0.8947145498953017,1.0649066615019873,-0.00036798831695078737,0.26096670625175405,-0.0030302779833693947,-0.36736201699062887,0.012716546712885227
1988-10-19,0.0012621711396047812,-0.04296382167055119,-0.05560110400133601,-0.11986541131248364,1.7004987829954992,0.00023174012203261028,0.007880388708214737,-0.0652805022905587,-0.0961964521462518,1.472635584584321,0.001872662551109995,-0.19673312853735758,0.01253954190375212,-0.3173129247596407,1.0176158335903625,-0.0015044660325929998,0.12320237970089279,0.07549386894391939,0.19697535882993192,0.2608573952404052,-0.0006620813729873893,-0.025790685528627576,0.03758623965229993,0.08893992311333788,0.0034236743693444784,0.0025643244254887317,0.38071232712480485,0.0015703293187919673,-0.7254041323362237,0.7890356000127678,0.0010038723580286287,-0.06889788479315981,-0.038986119660593725,-0.5114599110666618,0.6838231597050058,-0.0008673876018664702,0.054919201795101305,-0.04853248138442922,0.8972294454131775,1.0651343541505935,-0.00041787807861286627,0.2643946224712379,-5.207495597340335e-05,-0.36372544181151467,0.01292149187582586
1988-10-20,0.0012685348958244352,-0.06016782739094523,-0.04508441301105303,-0.10265741107277146,1.7032499146345947,0.00014172902073407437,-0.043774922094240935,-0.0391697673874783,-0.04476287548000601,1.478846494739437,0.0018826619271261425,-0.18682525725752594,0.007165649973245203,-0.327153461646695,1.0160990766177311,-0.0016691899741201376,0.13476551840877216,0.06044915369637774,0.1853432145485011,0.2622768960379771,-0.0006358784561310738,-0.017979433777386103,0.034242254603566655,0.08113883431726548,0.0022669509225412858,0.0024703287930262123,0.3617355006845126,0.008145936407003958,-0.7065653972959134,0.7921656378474399,0.0011529455107203636,-0.06045112696381555,-0.036447276061488953,-0.5195200576554018,0.6822861018039376,-0.0006840089263215689,0.07731214227062125,-0.05262245172464029,0.874792117069213,1.0611257311844486,-0.000371391825385648,0.25173419407774866,0.00987000074518128,-0.3509162503696576,0.014459528387459133
1988-10-21,0.0011609377895732136,-0.0517393726524688,-0.04323221601030995,-0.0240115903539673,1.7028591531318897,-3.4743047227116534e-05,-0.05104920283349528,-0.035782209792679216,0.018119807454706524,1.4773751088302762,0.001776922130904961,-0.1869357344936614,0.009125964121822483,-0.27626030136511903,1.0160353892354972,-0.0015869151661054423,0.12160949644760774,0.059104695890470446,0.10519948024545336,0.25991159318335766,-0.0006260152493450976,-0.01843053838529298,0.03406586848275374,0.0749651527136939,0.0021661504060988368,0.0025317521830265735,0.3729717079158142,0.006827748880800976,-0.7011653654395951,0.7928894712972918,0.0013557718920927083,-0.04968009949815665,-0.04039433711813925,-0.5837020121776506,0.6809471909478204,-0.000512761739242132,0.08150581892380049,-0.055870120812964365,0.8053002082900494,1.0593261580716866,-0.00039174801270112984,0.2545706652261299,0.01020327599802888,-0.33223319688107644,0.014828899854230077
1988-10-24,0.0010560986449273757,-0.042026319216541465,-0.019200109368447023,-0.053135498382252726,1.7071252752916923,-3.3488749098322545e-05,-0.04677707864920148,-0.030274187167086877,0.012173643279967852,1.478252948368482,0.00193966447524909,-0.18545083375442267,-0.006369734533401278,-0.2551124448830529,1.0114151689545883,-0.001516522734966982,0.1175634598217976,0.046494172263462655,0.12045864894121489,0.2570583488902337,-0.0006141619179115829,-0.020936950582174804,0.02950634318360011,0.08019942889620932,0.0013639831116391617,0.002536969001215368,0.38049297866243614,0.016193737819621603,-0.7112117493698397,0.7942517698380945,0.0012298310887788467,-0.081520827600126,-0.06913061737540811,-0.5555231105956008,0.6788547092682325,-0.0006249070730062145,0.11936303065935057,0.00583950481622654,0.7352239227815878,1.0666872913738208,-0.0003656690164006334,0.2436415980489523,-0.006927808920900839,-0.3129738124684215,0.011845389605569079
1988-10-25,0.0011867463298763958,-0.03578775459630592,-0.015555996874816614,-0.05338114961777923,1.7116524141502778,-9.227663031982744e-05,-0.055464155803172994,-0.029009634523801828,0.017570333095057032,1.4722082250796729,0.0017305481818849018,-0.18078861555500686,-0.019596163391882537,-0.2681170020357241,1.0174686274323368,-0.0013887517719924998,0.11832703181198262,0.052564242711223425,0.12454912719752377,0.25469425226657555,-0.0006216229961177521,-0.02112199638236402,0.029212979796494128,0.08006765408981423,0.0013585576271973629,0.002250227481392422,0.3609211352514042,0.010972315041723229,-0.7051950464031967,0.7840239631277504,0.0012540119474724366,-0.07359181641864053,-0.07182155867414079,-0.5618196167069409,0.6857320595095951,-0.0009031638904760434,0.10604957850128734,-0.0019736472342666497,0.7358063801752746,1.06246197507392,-0.00044495546214946076,0.2376276440894995,-0.008096780514197289,-0.31081955177648457,0.008517361795520501
1988-10-26,0.0012238231572737279,-0.036488843253244585,-0.014917606673713378,-0.06459650052513033,1.7126779416537283,-0.00012643945543677242,-0.05450782907046648,-0.03057983251534945,0.035691707207560035,1.470293908075145,0.0017786523025853083,-0.18103122172518113,-0.02110330528889188,-0.2641794855186132,1.0171062725922861,-0.0015220121955376463,0.11957014052062989,0.0544787058646619,0.13187156371060327,0.2556141612675162,-0.000556641088522655,-0.021814968510721996,0.0284540575353083,0.0752685391587426,0.001634853742167795,0.0019567538295356176,0.3660695721692783,0.007160857074087812,-0.6262859355078713,0.777182899627983,0.0014489240322187057,-0.07661012914415619,-0.07077662649411508,-0.6027856629613806,0.6886024299775254,-0.0007869598887775349,0.1036718989900686,0.0008700394277919754,0.6940881849416222,1.065590354880467,-0.00037399333864273195,0.23710836760019838,-0.009756471166381854,-0.30950004931784925,0.008217383127484714
1988-10-27,0.0009750090045248915,-0.00564261937271137,-0.01643540341439307,-0.06584849198963719,1.7196989204779256,-0.0002438511196600884,-0.049431184338273634,-0.025743313124377127,0.04622375327696418,1.4756251914958058,0.0017834882718949813,-0.185752677085492,-0.018563029890036345,-0.25927848244696944,1.017258310244655,-0.0014061540577402893,0.12207716938223032,0.044750465885178926,0.1124728215906572,0.2540147315132452,-0.0004899038491209787,-0.03313833340211862,0.030773289872953205,0.07924746078715934,-1.9538004143687497e-05,0.0020170674813441906,0.3520782459275354,0.011522945039547245,-0.6182497325205335,0.7758781072898774,0.0016003328214219067,-0.09068425538653188,-0.07262452394652082,-0.6073301488036454,0.6842250649910154,-0.0006666579933246814,0.08335231630490239,0.00500490543950728,0.7009279428092355,1.062069990224622,-0.0003910432820145072,0.24108651166938067,-0.011002972916538399,-0.3118004299243064,0.008548932570334757
1988-10-28,0.0009384211160248825,0.001918771260098609,-0.017238132785896972,-0.08139569984030548,1.718917074886952,-0.00030733426073793074,-0.041909062769719216,-0.027100456033875096,0.030359999674434958,1.474295349360697,0.0017778602837166583,-0.19623860317564373,-0.01859189609465874,-0.23850146004155584,1.017311962477214,-0.0013096060641493963,0.12866342856091342,0.04668472864517092,0.10083758884430544,0.25526681317268507,-0.00041816385734506776,-0.03792882840307264,0.032313548299571435,0.08985807771490169,0.0017759888670314064,0.0018103731767593438,0.34195875758517513,0.007317189817689727,-0.6012026659593346,0.7708516879180087,0.0016632953749921697,-0.10334383651300195,-0.07121415861845697,-0.5813280685102633,0.6863940194154807,-0.0007704385073210984,0.08803623095753249,0.0028202868005638747,0.6899062912454791,1.0596977225373898,-0.0004462057197445894,0.24720293374703106,-0.012193775216798847,-0.324789959164684,0.007251196586476743
1988-10-31,0.0008442556537835696,0.000758296986957111,-0.00043255141923657643,-0.053932329191640455,1.729121903918804,-0.0003382444136686899,-0.04200622148867421,-0.023016589457378396,0.03290960566510956,1.4755561872506286,0.0018900779883729928,-0.19669330745079905,-0.02882820539693497,-0.22688573912602022,1.0166144112474793,-0.0013067043962043164,0.12871400883030798,0.045985633647738784,0.09919705170856925,0.25501789292347005,-0.0004307812283895188,-0.03796252413197889,0.03398323579638114,0.09086648508462689,0.0021699336803767694,0.0018225453131776926,0.3413263796928642,0.010090887592069078,-0.5830591430686478,0.77299471476669,0.0019939487471877476,-0.10353607466372435,-0.11218879448800288,-0.5909809266053492,0.6838808939144946,-0.0009506334532968706,0.08979862715884743,0.01287168481107494,0.6429161678745119,1.0566220484516209,-0.0004031166019991415,0.24664304754811026,-0.013515586135748492,-0.30905431005088035,0.008298154028995787
1988-11-01,0.0009739351566423063,0.00531555569864527,0.0012984437590710949,-0.05801599341458747,1.7300259156969229,-0.00033283188760298456,-0.04039357093328407,-0.02238925126879237,0.034942208590285226,1.4754924194805434,0.0019894643065601443,-0.19336565093393887,-0.02756881836128327,-0.23028234786323967,1.0171233038413696,-0.0012766261378799896,0.1303883053885469,0.04662872516785614,0.09920281919867194,0.25515376593540406,-0.00042263873228649395,-0.041691585605532114,0.03252521079473722,0.08438691019056788,0.002432230797813805,0.001614255458265483,0.3423958513693615,0.01057377124955992,-0.5635174802806606,0.7709264986855856,0.0016726184151958153,-0.12209996297869828,-0.11912213310493246,-0.5913354154560754,0.6859326527528422,-0.001013518968737067,0.09328696992235341,0.014236039767300536,0.6535956915300657,1.0554849499922918,-0.0003682190730649285,0.2465881598957097,-0.013554168285328738,-0.3121598227351452,0.008523358535438239
1988-11-02,0.0008204169237284742,0.00848371874955836,-0.00233627866116173,-0.02996225843845619,1.727758397044913,-0.0001694988500914853,-0.04123200833619762,-0.01789889190130246,0.0007269845004208436,1.4764835098033986,0.0018365033098906782,-0.1862750714867051,-0.02999110602625357,-0.20940913552255672,1.0165848695201825,-0.0012462166997465102,0.12522818623045562,0.04601644180474702,0.10175050404767694,0.2547477243343499,-0.00042040373863637143,-0.04144867726604552,0.03266230429083567,0.08346134341880738,0.0024950061242701256,0.0012978833223355845,0.36549772238067535,0.008053383893466727,-0.5355136480755309,0.7716578681320809,0.0019171901842660452,-0.12603876953945584,-0.1131630690924001,-0.6378646802721377,0.6872482497258069,-0.0008654770567753307,0.08838100833457263,0.01714238391673937,0.6299631186856454,1.0561882286451771,-0.00044124833437138295,0.2394873294894004,-0.01778258395675312,-0.28341199327154487,0.006372287697018966
1988-11-03,0.0008994577869317748,-0.001718246080795967,-0.0004974931953248144,-0.019442815847352652,1.7306305117156857,-0.00018592461233575886,-0.033949216127608386,-0.018521749393958703,-0.0028617066385290754,1.474514246715843,0.001986142130634702,-0.19781294263455895,-0.026950873240804283,-0.19211734227476282,1.0174594769790943,-0.001216100788141475,0.12461152218376972,0.04652581492062579,0.10464244878467294,0.25422678452715597,-0.00048491213743098813,-0.03631752762455905,0.031363124073120426,0.07610270134662525,0.002561170199630751,0.0009640380003319048,0.3828288873306481,0.0017738013129430393,-0.5710871522306303,0.7745961453251939,0.0018530104937098534,-0.12382096748450692,-0.11432819852914222,-0.6444539035919999,0.6881035890626075,-0.0011149374203191008,0.10104563764444391,0.01248560998001196,0.6037554776688075,1.058792771761817,-0.00045668710732246504,0.23740895714967392,-0.017929235743717596,-0.28423228084273156,0.007379289019839315
1988-11-04,0.0009847215705252117,-0.0053638130873748455,0.0015662577006984564,-0.028451970348901165,1.7319461180819036,-7.529288109719797e-05,-0.05355730276125664,-0.016749972382751197,0.03985446934922638,1.46780917654125,0.001982132804322265,-0.20381884994850846,-0.02735425968217258,-0.16934731713116796,1.0152198935587877,-0.0011592715705061438,0.12173744089637262,0.04787227014150298,0.1002944000239655,0.25453478910767624,-0.000491174694563618,-0.03550358808347916,0.031243472718685477,0.07478376710247749,0.0027073625059077255,0.0009192310697648017,0.38316138235365127,0.0006273589501441003,-0.5607673971350242,0.7738530622117411,0.0016158660007149974,-0.09143880245493535,-0.1189648763715921,-0.6996969643950643,0.6929366988669574,-0.0013598482381793405,0.1272356182990891,0.007467759496296064,0.5729584021956866,1.0625822280630928,-0.0005614602926757501,0.2512228010599769,-0.019940763552336198,-0.3068782295080387,0.009888712265721224
1988-11-07,0.0012586842343789344,-0.020328657867873464,0.0010255579712652894,-0.03693584704999097,1.7464650725467115,-0.00010434301369261814,-0.05022248567067224,-0.017268447787288616,0.04993337881230659,1.468519476364449,0.0021208791827973593,-0.21342426034831813,-0.026951568414657706,-0.186149917357317,1.0165663268398344,-0.0013312597005387936,0.12918647562344177,0.048741194244413186,0.10114449368926547,0.25231698064924923,-0.0004903884474362899,-0.03569609961446095,0.031290636674710125,0.07399407935813876,0.002611570401777796,0.0005890047931352101,0.4097272003603459,-0.0015451767470842839,-0.5028854696744683,0.7725833848591545,0.0012675537520491862,-0.07155602826195778,-0.11859588831895762,-0.6768618122670736,0.6880492317149236,-0.0013086486911267057,0.12338490195897502,0.007719702604409199,0.5652114054676877,1.062833783195844,-0.0004916060959031589,0.24622454300934254,-0.01968024309242035,-0.31617837133825805,0.010451929628191912
1988-11-08,0.0012401612362747869,-0.02049393535616529,0.0040335789244311795,-0.050344644688516016,1.7446107333484624,-0.00018229765251756526,-0.05415308820097596,-0.016862053526459593,0.0562638505616027,1.4686014738381268,0.0021595108208022117,-0.21287473429330736,-0.032597532157195325,-0.16183083016131294,1.0183808923984141,-0.0013444220405243832,0.12896275058629417,0.0506854406789435,0.09261593833537217,0.25149665732612686,-0.0004333761986031048,-0.0336043201765196,0.02784253256653835,0.08535957459841813,0.0037673395435954375,0.0009387283982660165,0.42807657686153405,1.1610824177561707e-05,-0.5476320220431277,0.7735550802228213,0.0012934509912794795,-0.07034227390563816,-0.11907125941312086,-0.6772290363354622,0.6882742283922794,-0.0013280919402723957,0.12198678057824541,0.00607735198938732,0.5756456261497108,1.0635389080727258,-0.0004527636906419155,0.24796090101093557,-0.02077230741586128,-0.31478848931070785,0.010915214468290602
1988-11-09,0.001385084300659481,-0.05892729708848715,0.002613591812982041,-0.016024430521366314,1.74762649994217,-0.00029621431253517444,-0.03067007960318867,-0.016473774802046932,0.0458751878285688,1.469906376842531,0.0022255686813580904,-0.2327211192573644,-0.033624184247273786,-0.13974969067243057,1.01876389869647,-0.0013406279866710244,0.1329038665457691,0.051323561981313166,0.0804815310140382,0.251343933089694,-0.0004226153068835621,-0.034249326271519595,0.028027506631039985,0.0821522626442864,0.0036795950471575287,0.0012288717817637595,0.36305717239672974,-0.0015017924631882257,-0.5087468960839373,0.7734414662932592,0.000990010408348776,-0.018785960075598667,-0.1196054931726553,-0.6757949560554588,0.6916548481175303,-0.0013165012744329786,0.13766492614985468,0.008536516223450797,0.528917246297593,1.062902137486917,-0.00048275291019685563,0.2432752923717865,-0.02218650559188894,-0.28870448468903914,0.011351766231192119
1988-11-10,0.0015338274124263157,-0.05606762926318305,0.0033317771096965246,-0.016013081614239554,1.7518850502868792,-0.0003918831656941151,-0.0326673761541262,-0.019385905321660374,0.06594299117112731,1.4755095038575063,0.002432862224261792,-0.22830941265348118,-0.031486009108682524,-0.15060129357961383,1.0168276311960494,-0.0015324823869806393,0.12873006079267163,0.05081812586762912,0.08044015482413847,0.25234591428154796,-0.00034877797517339894,-0.0326655922370442,0.029189681697283743,0.07477634424749835,0.0016683717386753948,0.0015641312698069388,0.3699895455671709,0.0004705431980739777,-0.5138582290128376,0.7757978218115168,0.0008776405138140792,-0.021146648892202437,-0.11946942954220319,-0.6797635038954831,0.689779133963364,-0.0014934711398637964,0.1339993001870976,0.006302670531091965,0.5416133722651127,1.0655104527348054,-0.0004884968011701219,0.24315867019696452,-0.021831685639712176,-0.2917869073085848,0.01016291715703062
1988-11-11,0.0016302433331894526,-0.04884748775887527,0.004155811034172546,-0.02090674228950324,1.753689729633477,-0.0004322773054627618,-0.050113757911270124,-0.02019330436991958,0.06216495700183898,1.4744445990350046,0.0023446633987873676,-0.22240598400503123,-0.031796756879478846,-0.14084528183138664,1.0166776429412023,-0.0015579251930546662,0.10843212849110874,0.04998575328243739,0.07426768179274808,0.25138772488726024,-0.0002776392131413264,-0.049377342310966216,0.02902768890001257,0.061948370031832414,0.0009453974234064832,0.002021155244402803,0.41955801380432967,0.004845467857462232,-0.5312526938369864,0.7828555238343012,0.0006216185508277792,0.052649973261356876,-0.1185692844739507,-0.6285800587284387,0.6903430578357439,-0.001448119987519105,0.12104273001987909,0.0061232878118132154,0.5324731614420567,1.0648784776909546,-0.0004933437572460459,0.22834415486130685,-0.022357906893190806,-0.29746391087848106,0.009286001753381507
1988-11-14,0.0015249663840977376,-0.05043666597280732,0.000851451855746259,-0.0339879205943331,1.7498113327614253,-0.0005172790852343937,-0.0483025116467642,-0.023140516969450523,0.04874883179787384,1.4746058817953132,0.002182445590212387,-0.23065347431976974,-0.03628586401667977,-0.15528729156647997,1.0068874030343298,-0.0017441048673452395,0.09585985149712094,0.04470308317405678,0.05882339019455478,0.24051739555810475,-0.0001586001915360867,-0.039319100829050956,0.03220635082255367,0.06997268819684928,0.011861326778015343,0.001917646166098322,0.40809105674127677,0.0023702391408551987,-0.5355477802587114,0.7707961305074065,0.000984252202481627,0.0522863830296253,-0.10681974962998896,-0.578810924251583,0.692135926291857,-0.001376096543082247,0.12501706140021118,0.008204786790535181,0.5394128170118212,1.0697965176812214,-0.0003799423470550057,0.2339734355847427,-0.019077441669343963,-0.28660547716634077,0.0159832632051532
1988-11-15,0.0013524006620775919,-0.03797086847496762,0.0031056696276530425,-0.054593804400071916,1.7550132197220416,-0.0006183272733593142,-0.03451855083033702,-0.022633138887167358,0.023681760826590764,1.4765291652520787,0.0021956309442719845,-0.24911624955301004,-0.03431828985265807,-0.11863767327254905,1.009783559169275,-0.0016210689833048367,0.08240052546127577,0.0436706903184786,0.08259380947552591,0.23868962971153895,-0.0001424244961080704,-0.04060691580958115,0.03201125672963003,0.07213657471494864,0.011500223598725408,0.0020565568320310913,0.40099044194090616,0.0002084801342504669,-0.524977103455611,0.7666610193057977,0.0009594851806246495,0.057677219099581345,-0.10694007473019988,-0.5890094308148572,0.6921652039527784,-0.0013115437145826418,0.12109543458992025,0.0072809824253471985,0.5454690825122432,1.0679589042347823,-0.0005068097902527286,0.24208146469709826,-0.017310918439325765,-0.29953939807397884,0.019269693344314547
1988-11-16,0.0014248355783584776,-0.05178230902669385,0.0004898780174011014,-0.06187958254813473,1.7554785345346833,-0.0005938493261430119,-0.037825411174806284,-0.02420103980984853,0.005697072848768161,1.474326640742717,0.0020023813475432096,-0.21311260636060173,-0.02688325047120312,-0.08961105854737601,1.0108019497133691,-0.0015525889883564509,0.06878417668730477,0.04144154113783068,0.08125463187470752,0.23978205669183167,-0.00013586931636618425,-0.04170493455316373,0.031692746691462506,0.06967028371976342,0.011307609609271047,0.0018927817504616415,0.4304641837671213,0.007101848166571716,-0.4869996448960801,0.7688322520311235,0.0009442359627988426,0.05846409078029914,-0.10522480308384527,-0.5610845096284505,0.6953049954130375,-0.001421815354623685,0.14278986632324228,0.010880583436682823,0.5474832800517989,1.0670655963184101,-0.0005438802520929106,0.2506046063623339,-0.01676860605370527,-0.3138112758539372,0.01713563711788091
1988-11-17,0.0015013709592363485,-0.04792216556490743,4.757754358056428e-05,-0.06309673837392474,1.755974573317515,-0.0006023479327662378,-0.03484796625333732,-0.017308668737961136,-0.0017093582087652128,1.4835638903459638,0.001900486515776368,-0.22183561011329359,-0.03391743901034591,-0.07924227995796304,1.002015633097384,-0.0015504195331560008,0.07018757445778086,0.04389334811632569,0.0786007733558762,0.24252934233621426,-0.0001286692709370491,-0.04154923626421202,0.031221507282738325,0.07001439955665763,0.010823886792110033,0.0018209026176357157,0.4199184403310379,-0.0061023392282511645,-0.47071573673682343,0.7516581759671742,0.0005884693607334701,0.043424889091172154,-0.09714620789160622,-0.5622116397579192,0.7016436081573976,-0.0013945508470064854,0.145885110254386,0.014023685682783905,0.5436589631624984,1.0714772389868505,-0.00034319035082051386,0.2563928546761871,-0.026679850801518912,-0.3075882902763986,0.006253335983032661
1988-11-18,0.0015512042963930894,-0.04467752406722782,0.001301473233267958,-0.0568508644635116,1.7549141223773088,-0.000528944842072819,-0.03130382364436825,-0.016007371690885154,0.004292950201234626,1.4837820531036419,0.0020083924203443764,-0.21552545716032262,-0.03152317481402917,-0.06762960398116598,1.0009173252180776,-0.0018907557095818553,0.054902761686696604,0.03828852928492812,0.05340589087045629,0.23927671381509713,-0.00013148653357998816,-0.04169900728594249,0.031165044938783294,0.06974580237322255,0.010827754732724631,0.0017813681803660268,0.41264981028454356,-0.009303500553111346,-0.4886548021042604,0.7573448825399315,0.0007716160001948602,0.05323314496635701,-0.09346724947633223,-0.5447201300878199,0.7007782435072275,-0.0013702573678436513,0.14630061036591036,0.014103699816584651,0.5436276373409878,1.0724542067304905,-0.00033512508329262836,0.2554069169485955,-0.027178575433067932,-0.3106997966682367,0.007758451828709403
1988-11-21,0.0016383140719288655,-0.05543310272284427,-0.0029326317011644284,-0.056386711596962825,1.7485867254531917,-0.0003583193665425041,-0.03452399614848454,-0.013557279577020456,-0.02071984011865738,1.4831791266143848,0.0018115651011706715,-0.21390455232787658,-0.03578067684803744,-0.03585866170724836,0.9981850736114994,-0.0018305756259169054,0.05071621978317038,0.037290784962326455,0.04913810067876046,0.2376081700317103,-0.00013894518810918173,-0.04103437491801393,0.03137764800550471,0.07007049415549162,0.011144516554831658,0.001537891335131508,0.37482685976373736,-0.03867490709203497,-0.3913977871645325,0.7276537501713459,0.0007365664689906712,0.06487107252239706,-0.08734581574577804,-0.5558353048003754,0.708314423836415,-0.0012297438948347698,0.15350142137920592,0.022099013211688907,0.5088488028226443,1.0782902848859404,-0.00033279525544080906,0.2534706185653966,-0.028291488732006216,-0.3082731616968974,0.006550138735877464
1988-11-22,0.001579219307921299,-0.06112778766413301,-0.0066094011802003225,-0.05034495390242742,1.7459604387415046,-0.0005353048929122122,-0.056351305347036015,-0.018321303616988197,-0.00772074168294562,1.4757548237340223,0.002002371484077737,-0.1965087733628659,-0.02242596633097517,-0.05678999300063462,1.004771546157256,-0.0018624536122613703,0.04487022724502219,0.03899441910742861,0.049184437578557685,0.23589480662094947,-0.00015773124880758682,-0.042474840899337174,0.029616788787920723,0.07251914553108506,0.010628669012522528,0.0017052077923915103,0.36880230220151133,0.003972575721963412,-0.4372372083526692,0.7254700877031401,0.0011205369834049958,0.10719041827260575,-0.06998704338997046,-0.5899573425214711,0.7260183223501936,-0.0014593782448139767,0.13452693748744166,0.0021716952464982844,0.5369320917735966,1.0702007816404853,-0.00040746759699439804,0.24644398112515278,-0.0334712395835977,-0.3000914030630419,0.003981348679917367
1988-11-23,0.0013438676826306281,-0.07332794695333282,0.001454786926479542,-0.04768721343882061,1.7460697668577208,-0.00045213475995003625,-0.05975372932777003,-0.010306155886643398,0.003753633292956136,1.468256491031949,0.0020251957760861676,-0.1982076045111788,-0.019045520150735365,-0.052282839111344154,1.0019104115499105,-0.0016182386670717237,0.057099353485269684,0.031189812926689493,0.046500145650710284,0.23317708741001816,-0.00016400189835949128,-0.04616385362890072,0.034542231229118474,0.07796122070026257,0.007809309069763152,0.0014287125738281022,0.3616948271545847,0.0033861258808449146,-0.44532287478827454,0.7340558025962297,0.0012823164556132942,0.12535866922287509,-0.08911940217117995,-0.6081801006376839,0.7317477869418939,-0.0015162284316732528,0.13083352218396138,0.00514922691795046,0.5387846064762813,1.069815806851756,-0.0004415188560807371,0.24766271386336788,-0.03644371849898574,-0.3044217277397652,0.0068127017326739805
